texto,opinion
@Stephdefying awww dude u gonna pull an all nighter?  that sucks dont tire yourself over english! VALUE YOUR SLEEP,0
"One room key didn't work, carpets in hallway and at door filthy dirty, as for carpets in room, due to color, not able to see as much, but, come on, if outside door is visibly stained and dirty, what's expected inside. Continental breakfast ok. All night, as we checked in late, people,guests outside smoking and littering their cigarette butts all over. Don't recomend!",0
ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,0
"""Followed the instructions to the latter and it did not work. I did not have a bowel movement until 11 hours after the first dose. My doctor had to abort the colonoscopy. We are going to use a different prep next time. MoviPrep really tastes horrible also. It took three days for MoviPrep to clear out of my system and for me to have a solid bowel movement.""",0
@USAirways @AmericanAir  nvm my bad it's been an hour and a half #thanks,0
"""I wrote a review on January 22nd saying that I&#039;ll give this pill three more months. Well I didn&#039;t even last a full month. I was getting HUGE cystic acne everywhere but my cheeks. It hurt so bad it made me cry. After getting off the pill, which was no problem except a heavy mood swing, I&#039;ve felt happier. I guess I was feeling depressed on the pill and didn&#039;t even recognize it because my life was very stressful at the time of starting it. My acne has gone away except for a few small pimples before my period. I will never go back to this pill. I am not currently on birth control but plan to be back on within the next year.""",0
@JetBlue thanks for making my vacation not worth it again... Currently waiting on the runway for another hour to DEPLANE,0
"The order includes a steel frame , load-bearing roof structures and partition wall elements , and Rautaruukki said it expects to complete installation as early as May next year .",0
Oh @Apple this is horrible packaging and shipping. #shame http://t.co/JaRpJYJ5Zu,0
"""If this medicine is used correctly it can save your life! I have been on the medicine about 2 years. Night and day from what I once was to what I am now! I used medicines (all of them) for 15 years. Now I have been medicine free for as long as I been on this medicine. I know it only treats opiate use but for whatever reason it has helped me through it all. This medicine has without a doubt saved my life. I went from never having anything to now new truck, nice house, and most importantly my kids have a life I always dreamed of. Just thought I should share.""",1
"""@AmericanAir Just got a call from baggage dept. """"...still looking for your property"""". It's went missing 1/28. PRERECORDED NO HUMAN SERVICE!!""",0
@officialnjonas im glad to hear! what time is it ova there? im just curious ,1
The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,0
@AmericanAir Delaney and Shawn at DFW showed exceptional customer service today. Will happily choose AA whenever possible now! Thank you!,1
"""synthroid did not work well feel much better now on Armour Thyroid""",1
"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",0
"""I used this for one  month and I was devastated when the medicine left me shedding much much more hair than I had before. People told me to stick it out because that&#039;s what it&#039;s supposed to do. I&#039;m terrified to lose more hair since my hair is already so thin, so I stopped using it. No one warned me it could get this bad.""",0
"""Yesterday I spent over an hour playing with a real Nookcolor at my local B&N;",0
"We booked a wedding block for a group attending a near-by celebration. (Thank goodness the hotel wasn't the wedding venue). From check-in to check out, the experience was a fiasco. Guests didn't get the right rooms, rooms weren't made up room amenities (like shampoo and toilet paper) were non existent and took staff over an hour to bring restaurant was... More",0
@lynnterry We'll miss you today but it sounds like you're taking care of yourself - sending healing thoughts your way ,1
Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,0
@SouthwestAir you guys are so clever ð http://t.co/qn5odUGFqK,1
"@Apple YH News China reminds Apple on need to support privacy, security in its products: Apple can have access...  http://t.co/hNuWafq0sI",0
"""I am on the third month of this pill. No pregnancy, which is the point and no mood swings or weight gain. BUT ... I am having my period for the third time this month. First month went well, period came on time, lasted a week, second month same thing but this month has been just more than obnoxious. I had my period, then nothing for two days, then slight cramps and another light period for another 4 days, then nothing for about 5 days and yet again cramps today and next thing I know, I&#039;m bleeding again. Hopefully this resolves itself soon. Outside of that, it is as if I&#039;m not taking anything.""",1
@Lisa_Veronica I wanna go to one of your concerts  ! You're so far away!  im gonna cry...,0
Had a pretty good day. Let's see how the night goes. ;-) oh I have to work all day tomorrow no picnic for me ,0
Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,0
"""I have had the Implanon for three months now, the first month nothing happened, the second month I had severe mood swings &#039;pretend periods&#039; (acts like I&#039;m about to get it but nothing) and no sex drive whatsoever. The third month the mood swings left, &#039;pretend periods&#039; gone. Sex drive off and on. Now I just got my period, had it for two weeks now. Mild cramping, its all spotting. I had horrifying painful periods before that were irregular, horrible. So far this birth control has been worth it. I recommend it. I don&#039;t have a scar..only mild bruising and I can&#039;t lay on my arm or put pressure on it or it&#039;ll feel weird or hurt.""",1
@united I was sincerely thanking the pilot of flight 4461 of braving the snow and getting me home amongst many other Cancelled Flightlations.,1
@USAirways Please staff your flights approproately. Our entire flight is delayed because FA isnt here. I shouldnt have left Delta...,0
"""Hey everyone. My net has been down all day. But don't you worry. Nothing too interesting happened to me today  In fact",0
"The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles .",0
@USAirways I called the number and they said no one is available to take my call...guys this is insane,0
"""Honestly the worst tasting thing I have ever had. I couldn&#039;t finish the second dosage because the taste was so bad. The doctors did say my bowels were clean though.""",0
"We truly enjoyed the forest atmosphere around the lodge. The room was great and the comfort level was excellent. It was very quiet in the lodge and there was lots of gathering places to read, or just relax. The morning breakfasts were outstanding. The staff went out of their way to accomodate my dietary needs. We will return.",1
